text,level
3. 「２」もっと欲張ってとあるが、筆者の気持ちと合うものはどれか。 自分の好みだけではなく、まち全体との調和も考えてほしい。 ガーデニングをする人達同士で、もっと情報交換をしてほしい。 個々の庭の花や木が、さらに美しく育つようにしてほしい。 個々の庭よりも、まちの共有の部分のほうに力を入れてほしい。,1
4. 筆者の考えに合うのはどれか。 人々がまちの木々を愛でることで、子供達が自然に関心を持つようになる。 人々がまちの木々を愛でることが、よいまちづくりにつながる。 人々がまちの木々の手入れを怠らなければ、よいまちになる。 人々が季節による木々の変化に関心を持つことで、愛でる心が生まれる。,1
職業として芸術家や学者、あるいは創造にかかわるひとびととは生涯コドモとしての部分がその作品をつくる。その部分の水分が蒸発せぬよう心がけねばならないが、このことは生活人のすべてに通じることである。万人にとって感動のある人生を送るためには、自分のなかのコドモを蒸発させてはならない。じつをいうと、この世のたいていの職業は、オトナの部分で成立している。とくに法律や経理のビジネスの分野はそうである。ところが、うれしいことに、そういう職業人のなかに豊潤な鑑賞家や趣味人が多い。（司馬遼太郎『風塵抄』による）,1
5. うれしいことにとあるが、何がうれしいのか。 この世のたいていの職業は、コドモの部分も必要としていること コドモの部分で成立している職業の人は、感動のある人生を送れること コドモの部分を持っていれば、オトナの部分で成立している職業に就けること オトナの部分で成立している職業の人でも、コドモの部分を持ち続けていること,1
アルリカ・サハラ砂漠に生息するアリの一種は、巣から餌を探しに出掛けた後、帰るのに、太陽の光のほか、歩数を手掛かりにしている可能性が高いことが分かった。ドイツ・ウルム大などの研究チ－ムが二日までに米科学誌サイエンスに発表した。ただ、この体内「歩数計」詳しい仕組みはまだ分からないという。学名が「カタグリフィス・フォルティス」と呼ばれるこのアリは、帰巣の際、来た道筋をうねうねとたどって戻るのではなく、巣に直行することが知られる。周囲に目印がない砂漠で、方向は太陽光に頼るとしても、「______」が謎だった。（日本経済新聞２００６年７月３日付朝刊による）,1
6. 「______」に入る最も適当なものはどれか。 帰巣行動と太陽光の関係 体内「歩数計」の詳しい仕組み どうやって距離をつかんでいるか どのような方法で餌を探しているか,1
Ａ生態系保全では、そこに生息する生物のことを考慮するが、生態系を構成するすべての生物を等しく扱うことはできない。なぜなら、一部の生物を守ろうとすると、必ず不利益を被る生物が生じるからである。すなわち、われわれ人間が何をしても、それによって利益を得る生物と不利益を受けるものが生じることになる。そうなると、生態系を保全する目的で、何らかの活動をするということは、一部の生物種に利益を与えるということになる。（中略）唯一われわれが言えることは、われわれが人類であるから、「地球生態系は人類が健全に生きていくためにある」ということである。すなわち、「生態系は人類のため」なのである。言い換えれば、人類に利益を与えてくれる生態系を保全すべきなのである。（花里孝幸『自然はそんなにヤワじやない一誤解だらけの生態系』による）Ｂ保全生物学の核となる概念である生物多様性は種の存続によって維持される。したがって、保全生物学では、希少種や減少過程にある個体群の保全に関する知識と方法が一つの重要な課題である。（中略）しかし、個別の種をそれぞれ保護することは非常に困難である。一つの生態系をとっても、微生物から植物、昆虫、哺乳動物など多くの種が生存しているが、それらの全ての生態を把握して保護することは不可能に近い。さらに、未分類の種や種レベル以下の遺伝的多様性は、個別の種を保護する方法では逆に保護されなくなってしまう恐れがある。そこで、多様な生物の相互関係を含む自然をそのまま保全することが重要になってくる。つまり、生態系を保全することで、そこに含まれる全ての生物を保護するという考えている。,1
1. 生態系を構成する生物の保護について、ＡとＢの文章で共通して述べられていることは何か。 多様な生物を含む自然全体を保護することが重要である。 多様な生物種を一様に保護していくことは非常に難しい。 生物種を分類して保護することは生物間の差別につながる。 人類に利益を与える生物を保護するべきである。,1
2. 保護すべき対象について、ＡとＢはどのように考えているか。 Ａは地球生態系を、Ｂは遺伝的多様性のある種を保護すべきだと考えている。 Ａは生態系の全生物を、Ｂは希少価値のある生物を保護すべきだと考えている。 Ａは人類に利益を与える生物種を、Ｂは個別の種を保護すべきだと考えている。 Ａは人類のためにな生態系を、Ｂは生態系全体を保護すべきだと考えている。,1
「１」僕はかたよっている。何がかというと、たとえば映画が観たいと思うと何本も立て続けて見る。観るのではなく、見るというのがふさわしい。本も読む時間がなくてイライラしてくると、バカ買いして本を眺めている。読むのではなく、眺めている。友達と会いたいと思うと、何人にも電話をする。会ってる時間がないのに約束しようとする。肉を食べ過ぎていると思ったら半年食べなかった。白菜がうまいと思ったら毎日食べてたときもある。車が運転したくなって夜中に河口湖周辺まで行った。なぜか僕はかたよっていて、ちょうどいい感じということを知らない気がする。つくづくバランスが悪いと思う。「___２___」最近ひとつだけうれしく思ったことがある。かたよってるからこそいまの自分があると痛感したのだ。確かに音楽の仕事にしろ、小説を書くことにしろ、偏向した性格でなければ続かなかった。しかしそれよりも、いつまでも壊れてしまったがらくたを捨てられないでいる自分が急に好きになったのだ。捨てずに置いてあるものが残っていたことがうれしかったのではない。捨てられないでいる自分の心が好きになったのである。僕の胸の中に壊れてしまったハ－トがある。それを抱えたまま生きている。捨ててしまった方が荷物は軽くなるのに、いつまでも抱えている。壊れたハ－トでこれからも歩いていく。（須藤晃「みんなノイズを聴きたがる」によるによる）,1
3. 「１」僕はかたよっているとあるが、それはどういうことか。 興味が持てるのは、映画しかないということ 不必要なものでも、何も捨てられないということ イライラしてくると、本しか読めないということ 一度興味を持つと、それをやり過ぎてしまうということ,1
4. 「___２___」に入る最も適当なことばはどれか。 それで つまり だから ところが,1
5. 筆者は自分自身について現在はどう思っているか。 かたよった性格だからこそ、今の自分や仕事がある。 かたよった性格を抱えたままでは、今の仕事は続けられない。 かたよった性格のおかげで、今までとは違う自分が好きになった。 かたよった性格を直せないからこそ、今の自分を認めざるをえない。,1
誰にとっても、感情とどう付き合うかということはなかなか厄介な問題である。感情とうまく付き合うと言うことは、単に社会的場面での感情表現をうまくコントロールするということではない。むしろ、感情の豊かさや複雑さを通して、またしばしば測りがたく統御しがたい感情の動きを通して、生きることを味わい、人生を活性化しながら、しかも感情の力に支配されないということであろう。（井上俊・船津衛編『自分と他者の社会学』による）,1
6. 感情との付き合い方について、筆者はどうすればよいと述べているか。 感情と深く関わりながらも、感情に縛られないようにする。 感情を無理にコントロールせずに、感情に任せるようにする。 感情をコントロールして、感情に流されないようにする。 感情を隠すことも、強く表現することもないようにする。,1
教育の現場に携わるものとして「１」以前から気になることがあった。学生たちと何を議論していても、たいていだれかが「私はこう思うけれど、人それぞれ、いろいろな考えがあると思うし、それでいい」という趣旨の意見を述べ、そのとたん、議論が成り立たなくなることである。「人それぞれ」で「何でもあり」となれば、社会問題の大半が個人の好みと選択の問題に矮小化されてしまう。ゼミでは「２」「人それぞれ」を禁句にするなどの対策をとってはみたものの、私は学生の間に蔓延する個人志向的考え方にきちんと対峙できずにいた。そのようなとき、ある授業で学生たちが書いたリポートを読んで、頭を殴られたようなショックを受けた。このところ過失とはとうてい思えないような悲惨な交通事故のニュースが相次いでいる。そこで交通事故や被害者の人権について、これから免許を取得する若い人に考えてもらいたくて、二木雄策氏の『交通死』という本の読書リポートを課した。大学生だった二木氏のお嬢さんは、自転車で交差点を横断中、赤信号を無視して突入してきた自動車にはねられて亡くなった。加害者の女性は執行猶予付きの判決で刑務所に入ることもなく、また、損害賠償の交渉も支払いも保険会社が代行した。加害者の信号無視で被害者は命を奪われたのに、加害者は（少なくとも形の上では）以前と変わらぬ生活を送ることができるのだ。加害者に手厚い現行の諸制度は、「３」人の命よりも車（イコール企業）を重んじる社会だとの著者の主張には説得力があると私は思っていた。ところが少なからぬ学生の反応は予想をしないものだった。「加害者がかわいそう」だと言うのである。被害者の立場からの主張のみが述べられているのは「客観性に欠ける」という。私は「４」頭を抱えてしまった。二木氏の文章は、娘を失った父親の沈痛な思いがせつせつと伝わってくるものの、決して激情に駆られて書かれたものではない。むしろよくここまで冷静に書けるものだと感心するくらいなのだ。もちろん加害者には加害者の人生がある。しかし学生たちは、その人生に豊かな社会的想像力を働かせるわけでもなく、単に、被害者側の見解だけでは一方的だと主張する。杓子定規に客観的・中立的立場を求めなければいけないと思いこんでいるようなのだ。まるで立場の異なる二者の間で意見の対立が見られた場合には、足して二で割ればちょうどよいとでも言わんばかりに。なぜ学生たちは、加害者と被害者の対立図式にこだわり、著者が訴える問題の社会的広がりに気づかないのか。もどかしい思いでリポートを読むうちに合点がいった。例の「人それぞれ」である。あらゆる意見が私的なものであれば、娘の交通事故死を経験して「くるま社会」の異常さを訴える父親の主張も一つの個人的立場に過ぎず、その意味では加害者の立場と等価なのだ。主張の対立のなかから、あるべき社会の姿を模索する努力を放棄したとき、社会正義は足して二で割るというような手続き上の公平さに求めざるを得ない。（小笠原祐子「『何でもあり個人主義』の退廃」２０００年７月１１日付朝日新聞朝刊による）せつせつと:人の心を動かすほど強くもどかしい:思うようにならなくてイライラする合点がいく:意味がよく分かる,1
1. 筆者は学生について「１」以前から気になることがあったとしているが、それはどのようなことか。 自分とは考えの違う人の意見を無視して議論を進めようとすること 正しい結論にまとめるために、たくさんの人の意見を聞きすぎること いろいろな意見を出し合うが、お互いが理解しているか気にしないこと それぞれが自分の意見を言うが、一つの結論を導く姿勢を持たないこと,1
2. 筆者はなぜゼミで「２」『人それぞれ』を禁句にしたのか。 一人一人の考え方や好みが違うということを学生たちに認識させるため それぞれが自分の選んだ社会問題を議論したいと思っても一度にできないため 個人的な問題は社会問題と比べたら小さいもので、議論するものではないため 個人の考え方の違いで済ませるのでなく、社会全体のことを考えて議論するため,1
3. 二木氏のお嬢さんをはねた車を運転していた人の事故後の状況について、正しいものはどれか。 刑務所には入らず、賠償金は保険会社を通して支払われた。 事故後すぐ相手にお金を払ったので、刑務所には入らなかった。 事故後すぐは、前と同じ生活ができたが、後で刑務所に入った。 刑務所には入ったが、賠償金を支払ったので、すぐに出られた。,1
4. 二木氏が「３」人の命よりも車（イコール企業）を重んじる社会だと主張する根拠は何か。 交通事故で被害者が亡くなっても、加害者がそれに合った罰を受けないこと 社会の人々が、交通事故の被害者より加害者に同情するという傾向があること 今の制度は、加害者の生活より加害者の会社のことを考えた制度だということ 保険会社は、人が亡くなっても、車の損害分しかお金を支払ってくれないこと,1
5. 筆者が「４」頭を抱えてしまったのは、なぜか。 学生たちが被害者よりも、悪質な交通事故を起こした加害者の方が正しいとして同情しているから 学生たちが、被害者の主張を十分に理解せずに、ただ客観的であることが大切だと考えているから 娘を亡くした二木氏に同情し、客観的判断をしていなかったことに、学生たちが気付かせてくれたから 被害者の立場だけを考えるのは社会正義から考えて正しくないということを、学生たちが、気付かせてくれたから,1
6. 筆者の解釈では、学生たちはどのような意見を持っているか。 学生たちは、加害者の立場よりも被害者の立場をもっと重んじるべきだと考えている。 学生たちは、意見を述べるときには、私的に述べるのではなく、社会正義を考えるべきだと考えている。 学生たちは、被害者も加害者も一人の人間であり、それぞれの立場から平等に主張してよいと考えている。 学生たちは、被害者、加害者の意見を聞いた上で、社会のあるべき姿から考えて、加害者に罪を償わせるべきだと考えている。,1
7. この文章の後に続く筆者の主張として、最も適当なものはどれか。 社会正義を重んじるあまり、戦後広がった個人主義を批判し、個人の権利を否定するのはやめるべきである。 人はそれぞれ違うということを認識し、それぞれの人の立場、考えを尊重して、無理に議論で結論を出すべきではない。 個人の権利が尊重され、価値観が多様化した社会の中で、自分の意見を他人に理解してもらう努力をもっとするべきである。 個人の権利の尊重が強調されがちであるが、異なる立場の人々の意見に耳を傾けながら、もっと議論を高める努力をするべきである。,1
無駄なものを早めに見極め、優先度をつけ、いかにスピーディに仕事をこなしていくか。それが賢く成果を出す方法だ。目の前の先輩たちも、そうやって働いている人も多いのではないかと思います。でも、そうした人たちの問題点は、仕事の判断軸が自分になるということです。結局自分が効率的に働けるか、自分が求められている仕事量を時間内にこなせるかが最大の判断軸になっていくのです。すると、できる範囲のこと、無理のないことに収まっていってしまうのです。（高橋『「上司がさっぱりわかってくれない」と思っているあなたへ』による）,1
1. この文章で筆者が言いたいことは何か。 無駄を見極められなければ、自分に求められている仕事をこなせなくなる。 成果を出すことばかりを考えていると、自分の基準を人にも求めるようになる。 効率性を重視しすぎると、自分が求められている仕事が分からなくなる。 効率的に働くことばかりを考えていると、自分にできる仕事しかしなくなる。,1
いままで、盛んに「学力」という言葉を使ってきたが、「学力」とは何であろうか。私たちが身近に使っている「学力」という言葉は、驚くなかれ、外国語に翻訳できないのである。それは、学習してどこまで到達したかという、学んだ成果を示す「学力」のほかに、学ぶ力という意味での「学力」があり、この両者が一体となって、わが国では「学力」という言葉をかたちづくってきたからである。したがって、ひとくちに「学力低下」というときに、どちらの学力が低下しているのかをきちんとしておかないとしておかないと、誤解が生じることになる。大学関係者の多くが指摘する「学力低下」は、単なる知識の量が足りないという学んだ成果を示す「学力」の低下ではない。どうして学んだらよいか分からない、マニュアル通りにしかできない、という学ぶ力としての「学力」の大幅な低下を問題として、現状を憂えているのである。,1
2. 「現状 」とあるが、学力についての現状の問題と合っているものはどれか。 知識の量が少ない学生が多い。 学び方が分からない学生が多い。 学生は「学力」の意味を誤解している。 大学関係者は「学力」の意味を誤解している。,1
3. 筆者の考える「学力」とは何か。 学習して身につけた知識の量 外国語学習における知識と学ぶ力 学んだ成果と学ぶ力とを合わせたもの どのようにして学んだらよいかを考えるカ,1
市場の製品のほとんどに何らかのマークが付いています。それに気づく人は少数であり、その意味を知ろうとする人はさらに少数でしょう。見方によればこれは「１」市場の健全さの表れです。製品が満足なもので取引がスムーズなら問題は起こらないでしょう。しかし、中には使用者に損害を与えたり危険にさらしたりする製品もあるのが現実です。成熟した社会では、公共の利益に反する製品を市場から排除するために様々な仕組みと手段が使われていますが、製品に付けられている「適合マーク」もその一つです。これは製品が何らかの基準に適合していることの証明であり、製品の供給者から購入者および使用者に情報を伝える手段です。適合マークは、業者間の取引における要件として、また、消費者の購入判断を助ける手段として古くから使われてきましたが、それらは主に地域社会のツールであり、意味や使い方は地域社会のルールでした。この事情は１９８０年代に一変します。市場のグローバル化により、見知らぬマークを付けた外国製品が各国の市場に溢れたからです。適合マークが「２」本来の機能を果たすには、そのマークが多数の人々に認知され、意味が正しく理解されていることが必要です。また、マークが伝える情報の信頼性を支える適合性評価が適切に行われたことの証拠が必要です。そこで、ISO（国際標準化機構）は１９９６年に適合マークに関する検討グループを設置し、問題の分析と解決策の検討を開始しました。（田中正躬監修・編著『氾濫するマークー多様化する認証』による）,1
4. 「１」市場の健全さの表れとあるが、何が健全さの表れか。 製品のマークに無関心な人が多いこと 製品のマークの意味を知らない人がいないこと 製品のほとんどにマークが付いていること 製品の質がマークによって保証されていること,1
5. 「２」本来の機能とあるが、どのような機能か。 製品の不具合や問題点が解決されていることを証明する。 外国製品と自国の製品とを区別するための情報を与える。 消費者の購入意欲を高めるとともに、地域社会の経済を支える。 消費者に安心できる製品であることを伝え、公共の利益を守る。,1
6. 適合マークについて、検討が必要になったきっかけは何だと筆者は述べているか。 外国製品に対する消費者の関心が高まったこと 各国の適合性評価への信頼性が失われていったこと 各国の適合マークが混在して理解しにくくなったこと 適合マークが付いていない外国製品が流通し始めたこと,1
現代は、(1) 時間がどんどん加速されているとも言われます。何事にも「早く、早く」とせかされ（注１）、時間と競争するかのように忙しさに追われていることを、大人たちはこういう言い方をしているのです。いつも同じ速さで時間が流れているはずなのに、時間の間隔（かんかく）が短くなったような気分で追い立てられて（注２）いるためでしょう。それをエンデ（注３）は『モモ』という作品の中で「時間どろぼう」と呼びました。ゆっくり花を見たり音楽を楽しんだりする、そんなゆったりした時間が盗まれていく、という話でした。(2)いつも何かしていないと気が落ち着かない、現代人はそんなふうになっています。,2
その一つの原因は、世の中が便利になり、能率的になって、より早く仕事を仕上げることがより優れていると評価されるようになっているためと思われます。競争が激しくなって、人より早くしなければ負けてしまうという恐れを心に抱くようになったためでしょう。「時間は金なり」となってしまったのです。,2
しかし、それでは心が貧しくなってしまいそうです。何も考えずにひたすら決められたことをしていて人生が楽しいはずがありません。ゆっくり歩むからこそ、道ばたに咲く花に気づいたり、きれいな夕日を楽しむ気分になれるのです。私たちは、時間を取り返し、もっとゆったりした時間を生きる必要がありそうですね。,2
（池内了『時間とは何か』による）,2
（注１） せかされる：急がされる（注２） 追い立てられる：ここでは、何かをしないではいられない気持ちにさせられる（注３） エンデ：ドイツの児童文学者,2
1. 時間がどんどん加速されているとはどういうことか。 しなければならないことが多くて時間が短く感じられる。 何かに夢中になっていると一日の時間が短く感じられる。 作業能率が上がって一日の仕事の時間が短くなっている。 技術の進歩によって仕事にかかる時間が短くなっている。,2
2. いつも何かしていないと気が落ち着かない原因を筆者はどう考えているか。 何もしないと心が貧しくなってしまうと感じること 早く何かを仕上げないと他の人に勝てないと思うこと 失った時間を取り戻さないと競争に負けてしまうと思うこと 奪（うば）われた時間を取り戻さないと人生を楽しめないと感じること,2
3. 筆者は、時間の使い方についてどのように考えているか。 時間は貴重なので、休むときにも能率的に過ごしたほうがよい。 忙しい中にも、のんびり過ごす時間をできるだけ持ったほうがよい。 人生を楽しむためには、ひたすらゆっくり時間を過ごしたほうがよい。 人との競争に勝つためには、時間をもっと有効に使うようにしたほうがよい。,2
“練習のための練習”が行われているというチームがたくさんあります。練習は本番（ほんばん）の試合のために存在すべきものです。本番で最高の実力を発揮（はっき）させるためにすることを、練習と呼びます。すなわち、休養することが試合にとって、今、最もするべきことだとすれば、休養こそ勝つための練習といえるときがあるのです。休養はサボることではなく、時として練習なのです。,2
4. 筆者は、試合で実力を出すために何が大事だと述べているか。 “練習のための練習”をすること 練習でも最高の力を出すこと 必要であれば休養を取ること 試合の前に休養を取ること,2
会社勤めの生活は楽だった。,2
楽しくはないが、楽だった。,2
ずっと一人で生きてきた後で、集団に入ってみると、その居心地（いごこち）の良さ、安楽さに驚くのである。一人の時は、朝目覚めて寝るまで「何をすべきか」という判断、決定を自分でしなければならない。つまり、それを「自由」というのだが、実力のない者には自由は重すぎる。一日中、選択（せんたく）と決断をし、その結果を自分一人でひき受けねばならない。,2
5. 筆者によると、なぜ会社勤めが楽だったのか。 実力があれば、自由にできる部分もあるから 周囲の協力が得られれば、時間を自由に使えるから 自分の能力に適した仕事が与えられ無理がないから 自分一人で決めることも責任を取ることもしなくてすむから,2
これはビジネス文書に限ったことではないのだが、何であれ文書を書いていると、少しばかり緊張感を覚えるものだ。書きながら、頭の中でこんなことを考えている。,2
この書き方でいいのかな。,2
これ、ひどく下手な書き方じゃないだろうか。,2
これでわかるかな。,2
そういう気がしきりに（注１）して、ちょっとしたプレッシャーになっている。だからこそ、文章を書くのは苦手だ、と思っている人もいるのじゃないだろうか。,2
しかし、その逆もまた真である。文章を書く面白さとは、そういうプレッシャーを感じながら、なんとか諸問題をクリアして、一応のものを書き上げることにあるのだ。テレビゲームが楽しいのと同じ理屈（りくつ）（注２）である。あれは、攻略（こうりゃく）する（注３）のが簡単ではない様々な障害をかわしながら（注４）、次々に問題を解決していって、なんとかクリアしていくところが面白いのである。むずかしいからこそ、うまくやったときに楽しいのだ。,2
文章を書くのも、（１）そういうことである。これでいいのかな、と一抹いちまつの（注５）不安を抱えながら、なんとか書いていくってことを楽しまなければならない。,2
別の言い方にすると、文章というものは、書く人に対して、うまく書いてくれ、と要求してくるのである。なぜなら、文章とは人と人とのコミュニケーションの道具だからだ。この例外は、自分だけにわかればいいメモと、絶対に他人に見せない日記だけである。,2
それ以外の文章は、必ず、書く人間のほかに、（２）読む人間がいて完成されるのだ。そして、書いた人の伝えたかったことが、読んだ人にちゃんとわかってこそ、文章は役をはたしたことになる。,2
（清水義範『スラスラ書ける！ビジネス文書』による）,2
（注１） しきりに：何度も（注２） 理屈：ここでは、考え方（注３） 攻略（こうりゃく）する：うまく解決する（注４） かわしながら：避けながら（注５） 一抹の：ほんの少しの,2
1. 筆者は、文章を書くときに何がプレッシャーになっていると述べているか。 このまま最後まで書き上げられるか不安だという気持ち 読む人が期待する書き方をしているかという気持ち 自分は字を書くのが下手だから嫌だという気持ち 書きたいことがうまく書けているかという気持ち,2
2. （１）そういうことであるとはどういうことか。 様々な障害をクリアしていくことがむずかしい。 プレッシャーを忘れ、いろいろ考えるのが楽しい。 苦労して問題を片付け、課題を仕上げるのが楽しい。 不安を抱えたままでは問題を解決するのがむずかしい。,2
3. （２）読む人間がいて完成されるとはどういうことか。 文章の価値を決めるのは読み手の存在だ。 文章が成立するには読み手の存在が必要だ。 文章は人に読まれることでよりよいものになる。 文章は読み手の要求にこたえることでできあがる,2
大手ハンバーガー店が今月１６日から３０日まで、新商品がまずかったら全額返金するというキャンペーン（注）を実施する。通信販売などでは、注文した商品が気に入らなければその代金を客に返金するという保証制度は一般的だが、ハンバーガー店のような外食産業では非常に珍（めずら）しい試みだ。味への自信を示すことが目的で、全国で一斉に行われる。返金は当日限りで、期間中１人１回のみ、それから商品を半分以上食べていないことが条件だ。,2
（注）キャンペーン：ここでは、販売方法,2
4. 大手ハンバーガー店が今月１６日から実施するのは次のどれか。 新商品がまずければいつでも全額返金する。 どの商品でもまずければ条件つきで全額返金する。 新商品の味が気に入らなければ条件つきで全額返金する。 どの商品でも味が気に入らなければ１回だけ全額返金する。,2
森はいつも独特な香りに包まれ、さわやかに感じられるが、それはある物質の効果によるものだ。その物質は、木々が動けない体を守るために自ら作り出すもので、木につく虫や細菌（さいきん）（注）の増加を防いだり、落ち葉や枯れ木（かれき）が腐（くさ）ったときなどに生じる嫌なにおいを消したりする働きを持っている。さらにその物質には、人間の神経を安定させる効果もあるという。私たちが森林に入るとリラックスした気分になるのは、このためだ。,2
（注）細菌（さいきん）：非常に小さくて目に見えない生物,2
5. ある物質の働きについて、この文章からわかることは何か。 人間の持つ嫌なにおいを防ぐ。 人々の気持ちを落ち着かせる。 落ち葉や枯れ木を腐りにくくする。 木々がもともと持っているにおいを消す。,2
以下は、雑誌のコラムである。,2
日本の家の寿命,2
もし家を建てるなら、どんな家がいいですか。もちろん長く住める家がいいですよね。日本で町を見渡してみると、頑丈そうな建物が並んでいます。ところが、ある調査によると日本の家の平均寿命は、英国77年、米国55年に比べて短く30年ほどだそうです。「１」結果になったのでしょうか。,2
原因の一つに、戦後の日本の特殊な住宅事情があるようです。第二次世界大戦後、日本では、家不足が深刻だったため、質より量を優先させて家が作られました。しかし、経済が成長して生活に余裕が生まれると、人々はより質の高い家を求めるようになります。そこで、それまでの家は次々に「２」そうです。その結果、町には、今のような頑丈そうな質の高い住宅が立ち並ぶことになったのです。,2
また、日本人の住宅観も原因として「３」。日本には、家はそこに住む家族に合わせて建てるという考え方があります。たとえば、将来子供が生まれ家族が増えることを考えて建てた家も、子供が成人して独立してしまうと、夫婦二人だけの生活には合わなくなります。そのため、年をとった夫婦ためには住むのに適した家へと建て替えるのです。そんなふうに家族の形が変わったとき、今まで住んでいた家を建て替えることも少なくないそうです。,2
「４」、日本では家を建て替えることが多いために、家の平均寿命が短いという調査結果になったのだと思います。平均寿命30 年というのは、30年で壊れてしまうという意味ではないのです。もし皆さんが、自分のために、家族のために、日本で家を建てるなら……どんな「５」。,2
1. 「１」には何を入れますか。 なぜこのような なぜあのような 果してどのような はたしてそのような,2
2. 「２」には何を入れますか。 建て替えていく 建て替えさせていた 建て替えさせられている 建て替えられていった,2
3. 「３」 には何を入れますか。 思われます わかります 考えられます 調べられます,2
4. 「４」 には何を入れますか。 ところで つまり なぜなら もちろん,2
5. 「５」 には何を入れますか。 家を建てたのですか 家に住めたのですか 家を建てますか 家に住めますか,2
イヌの散歩をしていると、最近ではイヌも挨拶の仕方を忘れてしまったのではないかと思ってしまいます。集団行動を経験したことがあるイヌ、もしくは(注1)、飼い主からイヌらしい教育を受けて順位制(注2)を感じることができるようになったイヌは、道でほかのイヌにすれ違い近づいたときには挨拶らしいことをします。ところが、集団行動の経験もなく、家でも甘やかされて育ってイヌは。現代のヒト社会のように挨拶をしないように見えます。挨拶をするイヌが、ほかの挨拶なしのイヌに対して威嚇する(注3)ことが観察されます。ところが、この挨拶犬が子イヌと遭遇したときには、子イヌが挨拶をできなくても威嚇をしないことが多いのです。挨拶犬にとって子イヌであるというシグナルがなんなのかわかりませんが、とにかく子イヌと成犬とを区別したうえで挨拶のあるなしを判断しているようです。,2
イヌの挨拶行動は、生得的(注4)あるいは習得的(学習的)のどちらでしょうか？順位制にしたがった行動ができるようになったイヌでは、イヌ社会での経験がなくてもある程度の挨拶行動ができることから、生得的であるといえます。また、より儀式的な挨拶行動が円滑に(注5)実行されるためには、ほかのイヌとの集団生活があったほうがよいことから、習得的な部分もあるといえるでしょう。,2
(注1)もしくは:または(注2)順位制:上下関係にもとづいてできた順序の決まり(注3)威嚇する:ここでは、ほえて相手を怖がるせる(注4)生得的:生まれたときから持っている(注5)円滑に:スムーズに、滑らかに,2
1. この文章によると、挨拶をしない、またはできないイヌはどれか。 子イヌと成犬を区別できないイヌ 挨拶をしない親イヌに育てられた子イヌ 他のイヌと一緒に生活をしたことがあるイヌ イヌ社会の経験も飼い主による教育もないイヌ,2
2. この文章によると、どんなイヌがどんなイヌにほえて、怖がらせるか。 挨拶できるイヌが挨拶しない成犬に 挨拶できるイヌが挨拶しない子イヌに 挨拶できないイヌが挨拶する成犬に 挨拶できないイヌ挨拶する子イヌに,2
3. 筆者は、イヌの挨拶行動についてどのように述べているか。 イヌ社会での経験より飼い主の教育があったほうが、スムーズにできる。 イヌ社会での経験は必ずしも必要ではないが、あればスムーズにできる。 イヌ社会での集団生活と飼い主の教育によって初めて習得できるものだ。 イヌ社会での集団生活を経験することによって始めて習得できるものだ。,2
次のA とB の文章を読んで、後ろの問に対する答えとして最もよいものを、1・2・3・4 から一つ選びなさい。,2
A,2
関係の複雑さに驚いているのではないでしょうか。こんなはずではなかったと、抱いていた理想が崩（くず）れそうになることがあるかもしれません。特に、自分とは異なる価値観を持った上司や先輩（せんぱい）から無理な仕事を頼まれたときなど、強くそう感じることでしょう。時には先輩の言葉につい反発（はんぱつ）（注１）したくなることもあるでしょう。しかし、そんなときにはまず相手の考え方を受け入れてみてください。信頼関係を築くにはある程度の時間が必要であり、その後で自分の考えを述べればよいのです。それまでは自分を抑（おさ）えることも大切で、それが社会人としての訓練でもあります。,2
B,2
人間にとって心身ともに健康であることが理想的だが、新しく社会に出た若者たちは、時にはうまくいかないことに出会い、自信を失うこともあるだろう。経験から言うと、同僚（どうりょう）や先輩の温かい言葉が耳に入らなくなってしまうのは、そういう、自分に自信がなくなったときであることが多い。その結果、今まで築いてきた人間関係まで壊（こわ）してしまうことさえある。自分の周りの人たちを大切にして、助言（じょげん）（注２）を生かしていく気持ちを持つためには、まず自分のこれまでの努力を肯定的にとらえてみよう。結果が完璧（かんぺき）でなくても、「よくやった」と自分自身に言えると、他の人の言葉も素直（すなお）に聞くことができるようになる。,2
（注１）反発（はんぱつ）する：言い返す（注２）助言（じょげん）：アドバイス,2
4. A とB に共通して述べられていることは何か。 職場での人間関係を大事にするにはどうすればいいか。 職場で自分の努力を認めてもらうにはどうすればいいか。 社会人になって職場で自信をなくした時、どうすればいいか。 社会に出て周囲の人と自分の考えが違った時、どうすればいいか。,2
5. A とB では新社会人にどのようにアドバイスをしているか。 A では自分の価値観を重視することが大切だと述べ、B では自分の努力してきた姿を振り返ることが大切だと述べている。 A では周りの人に自分の考えを伝えることが大切だと述べ、B では相手に認めてもらうことが大切だと述べている。 A では相手の考えを尊重することが大切だと述べ、B では自分の努力を認めることが大切だと述べている。 A では相手の意見を認めることが大切だと述べ、B では周りの人の言葉を聞くことが大切だと述べている。,2
皆さんは寄付をしたことがあるだろうか。異常気象で食べる物が不足して困っている人や、地震で家を失った人のためにわずかながらもお小遣（こづか）いから寄付した経験を持つ人は多いだろう。その寄付に対する考え方に、今、新しい動きが起こっている。,2
